Season,League,Team,Status,Nation,Pos,Global Pos,Age,Matches Played,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Tackles_Att,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Interceptions,Clearances,Errors,Dribblers_Tkl_Succ,Dribblers_Tkl_Att,Dribblers_Tkl_Lost,Blocks_Total,Blocks_Shots,Touches_Number,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Number,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Succ,Receiving_PrgR,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Assists,Key Passes,Passes_to_1/3,Passes_to_Penalt_Area,Crosses_into_Penalty_Area,Progressive Passes,SCA,SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA,GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Goals,Shots,SoT,SoT%,Shots/90,Goals/Shot,Goals/SoT,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,PSxG,PSxG/SoT,PSxG+/-,/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Playing Time_Minutes,Playing Time_Mn/MP,Starts,Mn/Start,Compl,Subs,unSub,PPM,onG,onGA,On-Off
2022-2023,LaLiga,Atlético Madrid,Squad Total,,,,28.5,38.0,418.0,3420.0,38.0,667.0,332.0,245.0,90.0,304.0,704.0,9.0,334.0,685.0,351.0,396.0,103.0,24416.0,2414.0,7789.0,11103.0,5714.0,934.0,656.0,322.0,262.0,39.9,13702.0,67404.0,35788.0,730.0,473.0,200.0,486.0,277.0,16705.0,1557.0,16814.0,20488.0,82.1,277627.0,101839.0,8616.0,9432.0,91.3,6028.0,7038.0,85.6,1549.0,2765.0,56.0,51.0,418.0,1200.0,335.0,68.0,1571.0,958.0,25.21,756.0,59.0,47.0,51.0,32.0,13.0,116.0,3.05,82.0,7.0,9.0,13.0,3.0,2.0,68.0,538.0,195.0,36.2,14.16,0.12,0.34,33.0,4.0,1.0,5.0,0.0,36.3,0.26,3.3,0.09,166.0,525.0,31.6,818.0,165.0,39.7,34.1,328.0,61.0,46.5,575.0,48.0,8.3,26.0,0.68,9.2,33.0,0.87,128.0,95.0,77.3,23.0,8.0,7.0,13.0,34.2,5.0,4.0,0.0,1.0,0.0,3.0,440.0,418.0,79.0,625.0,0.0,5.0,0.0,1977.0,445.0,399.0,3420.0,90.0,418.0,81.0,245.0,168.0,201.0,2.03,70.0,33.0,
2022-2023,LaLiga,Atlético Madrid,Opponent Total,,,,27.0,38.0,418.0,3420.0,38.0,539.0,271.0,181.0,87.0,368.0,663.0,14.0,262.0,584.0,322.0,445.0,134.0,24043.0,2425.0,7018.0,11697.0,5530.0,691.0,764.0,351.0,334.0,43.7,14819.0,75451.0,38319.0,729.0,515.0,146.0,540.0,333.0,16237.0,1617.0,16384.0,20021.0,81.8,301152.0,100162.0,6990.0,7841.0,89.1,7186.0,8112.0,88.6,1852.0,3099.0,59.8,22.0,331.0,1304.0,267.0,93.0,1634.0,781.0,20.55,585.0,60.0,49.0,41.0,38.0,8.0,58.0,1.53,43.0,4.0,1.0,7.0,3.0,0.0,33.0,433.0,124.0,28.6,11.39,0.07,0.23,70.0,1.0,0.0,8.0,2.0,62.5,0.32,-5.5,-0.14,199.0,468.0,42.5,1014.0,189.0,32.7,33.9,286.0,47.6,42.1,497.0,32.0,6.4,66.0,1.74,15.6,70.0,1.84,196.0,128.0,64.8,7.0,8.0,23.0,5.0,13.2,1.0,1.0,0.0,0.0,0.0,2.0,449.0,419.0,57.0,743.0,3.0,1.0,2.0,2011.0,399.0,445.0,3420.0,90.0,418.0,81.0,238.0,176.0,244.0,0.76,33.0,70.0,
2022-2023,LaLiga,Real Sociedad,Squad Total,,,,25.9,38.0,418.0,3420.0,38.0,660.0,304.0,254.0,102.0,271.0,624.0,13.0,285.0,613.0,328.0,399.0,103.0,23231.0,2283.0,6890.0,10794.0,5762.0,798.0,680.0,307.0,293.0,43.1,13362.0,70912.0,36738.0,692.0,499.0,187.0,607.0,368.0,15101.0,1463.0,15324.0,19134.0,80.1,269422.0,96159.0,6955.0,7910.0,87.9,6451.0,7502.0,86.0,1505.0,2659.0,56.6,36.0,346.0,1145.0,290.0,65.0,1483.0,800.0,21.05,594.0,71.0,41.0,39.0,38.0,17.0,82.0,2.16,64.0,3.0,5.0,4.0,3.0,3.0,47.0,465.0,173.0,37.2,12.24,0.1,0.26,35.0,1.0,1.0,3.0,2.0,32.8,0.24,-0.2,0.0,244.0,572.0,42.7,1090.0,138.0,39.8,,216.0,63.9,51.3,453.0,18.0,4.0,47.0,1.24,,35.0,0.92,133.0,99.0,74.4,21.0,8.0,9.0,15.0,39.5,2.0,1.0,1.0,0.0,50.0,0.0,621.0,452.0,91.0,538.0,4.0,2.0,2.0,2018.0,664.0,557.0,3420.0,90.0,418.0,81.0,238.0,178.0,267.0,1.87,51.0,35.0,
2022-2023,LaLiga,Real Sociedad,Opponent Total,,,,27.5,38.0,418.0,3420.0,38.0,661.0,341.0,237.0,83.0,325.0,613.0,15.0,293.0,600.0,307.0,402.0,110.0,20064.0,2400.0,7172.0,8271.0,4812.0,654.0,681.0,328.0,285.0,41.9,10456.0,56750.0,26955.0,575.0,450.0,130.0,558.0,375.0,12005.0,1017.0,12130.0,16093.0,75.4,216970.0,81534.0,5571.0,6377.0,87.4,4694.0,5669.0,82.8,1456.0,3002.0,48.5,26.0,300.0,873.0,222.0,78.0,1025.0,705.0,18.55,515.0,60.0,45.0,35.0,38.0,12.0,55.0,1.45,41.0,2.0,5.0,3.0,3.0,1.0,33.0,393.0,131.0,33.3,10.34,0.08,0.24,51.0,2.0,1.0,4.0,4.0,53.4,0.29,6.4,0.17,221.0,736.0,30.0,1158.0,158.0,46.1,39.1,287.0,70.4,51.7,422.0,29.0,6.9,40.0,1.05,16.1,51.0,1.34,177.0,128.0,72.3,9.0,8.0,21.0,9.0,23.7,4.0,2.0,2.0,0.0,50.0,5.0,470.0,591.0,91.0,570.0,2.0,4.0,4.0,1911.0,557.0,664.0,3420.0,90.0,418.0,81.0,241.0,170.0,238.0,0.92,35.0,51.0,
2022-2023,LaLiga,Villarreal,Squad Total,,,,28.4,38.0,418.0,3420.0,38.0,578.0,276.0,201.0,101.0,262.0,691.0,16.0,270.0,534.0,264.0,372.0,125.0,23815.0,2621.0,7659.0,10213.0,6179.0,911.0,871.0,435.0,345.0,39.6,14391.0,81455.0,45472.0,846.0,570.0,239.0,552.0,343.0,16363.0,1617.0,16634.0,19862.0,83.7,295552.0,101196.0,7381.0,8147.0,90.6,7101.0,7924.0,89.6,1743.0,2737.0,63.7,33.0,374.0,1304.0,349.0,52.0,1622.0,884.0,23.26,665.0,45.0,73.0,53.0,40.0,8.0,89.0,2.34,59.0,2.0,13.0,11.0,4.0,0.0,57.0,499.0,188.0,37.7,13.13,0.11,0.28,40.0,4.0,0.0,4.0,1.0,43.7,0.27,4.7,0.12,114.0,330.0,34.5,1231.0,191.0,20.6,,221.0,34.4,35.7,548.0,37.0,6.8,45.0,1.18,,40.0,1.05,149.0,110.0,75.8,19.0,7.0,12.0,12.0,31.6,4.0,4.0,0.0,0.0,0.0,2.0,450.0,482.0,87.0,520.0,5.0,4.0,1.0,1819.0,357.0,375.0,3420.0,90.0,418.0,81.0,245.0,172.0,204.0,1.68,59.0,40.0,
2022-2023,LaLiga,Villarreal,Opponent Total,,,,27.2,38.0,418.0,3420.0,38.0,688.0,349.0,240.0,99.0,349.0,618.0,16.0,345.0,780.0,435.0,426.0,114.0,19274.0,2222.0,6360.0,8048.0,5094.0,744.0,594.0,264.0,270.0,45.5,10571.0,57621.0,30001.0,640.0,480.0,170.0,513.0,308.0,11928.0,1226.0,12047.0,15331.0,78.6,217557.0,84062.0,5567.0,6240.0,89.2,4683.0,5572.0,84.0,1447.0,2598.0,55.7,29.0,343.0,969.0,278.0,84.0,1242.0,808.0,21.26,579.0,64.0,49.0,49.0,41.0,26.0,71.0,1.87,42.0,8.0,8.0,5.0,5.0,3.0,39.0,470.0,145.0,30.9,12.37,0.07,0.24,59.0,4.0,1.0,5.0,2.0,60.0,0.29,3.0,0.08,233.0,548.0,42.5,866.0,148.0,42.3,37.3,284.0,64.1,49.4,394.0,22.0,5.6,41.0,1.08,14.9,59.0,1.55,194.0,135.0,71.6,12.0,7.0,19.0,9.0,23.7,7.0,4.0,2.0,1.0,33.3,1.0,501.0,429.0,108.0,708.0,3.0,7.0,2.0,1823.0,375.0,357.0,3420.0,90.0,418.0,81.0,240.0,174.0,257.0,1.13,40.0,59.0,
2022-2023,LaLiga,Betis,Squad Total,,,,28.6,38.0,418.0,3420.0,38.0,665.0,373.0,238.0,54.0,364.0,857.0,7.0,338.0,701.0,363.0,411.0,112.0,22480.0,2329.0,7273.0,10221.0,5227.0,718.0,770.0,365.0,311.0,40.4,12640.0,63649.0,31063.0,620.0,492.0,156.0,564.0,353.0,14567.0,1259.0,14678.0,18249.0,80.4,245275.0,92460.0,7288.0,8070.0,90.3,5334.0,6273.0,85.0,1432.0,2667.0,53.7,26.0,310.0,988.0,270.0,54.0,1272.0,741.0,19.5,547.0,55.0,53.0,44.0,35.0,7.0,69.0,1.82,47.0,3.0,5.0,9.0,5.0,0.0,43.0,411.0,138.0,33.6,10.82,0.09,0.25,41.0,3.0,1.0,7.0,1.0,44.0,0.29,4.0,0.1,229.0,635.0,36.1,956.0,149.0,44.0,,315.0,67.9,49.1,582.0,22.0,3.8,43.0,1.13,,41.0,1.08,146.0,106.0,74.0,17.0,9.0,12.0,13.0,34.2,3.0,3.0,0.0,0.0,0.0,3.0,414.0,535.0,74.0,514.0,4.0,3.0,1.0,1918.0,453.0,502.0,3420.0,90.0,418.0,81.0,242.0,165.0,254.0,1.58,46.0,41.0,
2022-2023,LaLiga,Betis,Opponent Total,,,,27.3,38.0,418.0,3420.0,38.0,664.0,303.0,268.0,93.0,325.0,584.0,9.0,311.0,676.0,365.0,437.0,95.0,21953.0,2101.0,6663.0,9682.0,5847.0,784.0,765.0,363.0,338.0,44.2,12652.0,68191.0,36568.0,750.0,606.0,147.0,492.0,327.0,14098.0,1553.0,14220.0,17964.0,79.2,252008.0,95359.0,6584.0,7458.0,88.3,5828.0,6839.0,85.2,1478.0,2672.0,55.3,28.0,326.0,1182.0,302.0,86.0,1571.0,807.0,21.24,559.0,92.0,54.0,44.0,47.0,11.0,69.0,1.82,51.0,4.0,4.0,6.0,3.0,1.0,40.0,464.0,144.0,31.0,12.21,0.08,0.26,46.0,8.0,1.0,5.0,3.0,48.6,0.27,5.6,0.15,186.0,449.0,41.4,955.0,160.0,32.9,33.2,260.0,51.9,43.9,400.0,17.0,4.3,37.0,0.97,16.7,46.0,1.21,147.0,103.0,74.1,12.0,9.0,17.0,13.0,34.2,9.0,8.0,1.0,0.0,11.1,1.0,568.0,389.0,104.0,756.0,2.0,9.0,3.0,1977.0,502.0,453.0,3420.0,90.0,418.0,81.0,239.0,174.0,244.0,1.18,41.0,46.0,
2022-2023,LaLiga,Osasuna,Squad Total,,,,27.5,38.0,418.0,3420.0,38.0,534.0,256.0,196.0,82.0,315.0,749.0,10.0,266.0,588.0,322.0,392.0,97.0,20888.0,2287.0,6397.0,9352.0,5331.0,709.0,626.0,313.0,247.0,39.5,11200.0,58263.0,28888.0,545.0,416.0,128.0,590.0,316.0,12580.0,1338.0,12725.0,16835.0,75.6,242236.0,95597.0,5565.0,6377.0,87.3,5130.0,6255.0,82.0,1759.0,3323.0,52.9,30.0,322.0,1140.0,271.0,114.0,1356.0,779.0,20.5,564.0,77.0,53.0,41.0,30.0,14.0,69.0,1.82,53.0,7.0,0.0,5.0,4.0,0.0,36.0,441.0,133.0,30.2,11.61,0.07,0.24,42.0,1.0,1.0,3.0,2.0,39.1,0.26,-0.9,-0.02,342.0,789.0,43.3,1090.0,145.0,53.1,,309.0,68.0,51.6,534.0,30.0,5.6,57.0,1.5,,42.0,1.11,148.0,107.0,72.3,15.0,8.0,15.0,11.0,28.9,4.0,1.0,1.0,2.0,50.0,1.0,544.0,410.0,60.0,794.0,5.0,4.0,2.0,1930.0,613.0,628.0,3420.0,90.0,418.0,81.0,230.0,183.0,198.0,1.39,37.0,42.0,
2022-2023,LaLiga,Osasuna,Opponent Total,,,,27.4,38.0,418.0,3420.0,38.0,563.0,318.0,195.0,50.0,311.0,797.0,7.0,247.0,560.0,313.0,381.0,93.0,22253.0,2493.0,7751.0,9410.0,5318.0,786.0,673.0,322.0,266.0,39.5,12906.0,68441.0,35932.0,680.0,486.0,170.0,586.0,268.0,14007.0,1357.0,14139.0,18199.0,77.7,256353.0,94725.0,6318.0,7230.0,87.4,5956.0,7018.0,84.9,1573.0,2988.0,52.6,29.0,326.0,1049.0,277.0,77.0,1371.0,804.0,21.16,601.0,76.0,49.0,34.0,37.0,7.0,71.0,1.87,57.0,3.0,3.0,5.0,3.0,0.0,40.0,441.0,146.0,33.1,11.61,0.09,0.27,37.0,4.0,0.0,4.0,1.0,36.6,0.24,0.6,0.02,197.0,564.0,34.9,1102.0,178.0,35.5,34.3,319.0,54.2,44.3,649.0,45.0,6.9,49.0,1.29,15.1,37.0,0.97,137.0,101.0,75.9,15.0,8.0,15.0,15.0,39.5,5.0,4.0,0.0,1.0,0.0,5.0,430.0,513.0,109.0,696.0,4.0,4.0,1.0,1892.0,628.0,613.0,3420.0,90.0,418.0,81.0,238.0,175.0,242.0,1.39,42.0,37.0,
2022-2023,LaLiga,Athletic Club,Squad Total,,,,27.4,38.0,418.0,3420.0,38.0,608.0,267.0,254.0,87.0,310.0,598.0,14.0,322.0,642.0,320.0,415.0,95.0,22736.0,1978.0,6159.0,10166.0,6645.0,931.0,734.0,347.0,305.0,41.6,12897.0,70948.0,39281.0,864.0,587.0,217.0,554.0,351.0,14284.0,1801.0,14440.0,18630.0,77.5,261620.0,96037.0,6451.0,7431.0,86.8,6030.0,7262.0,83.0,1634.0,2878.0,56.8,33.0,413.0,1385.0,341.0,107.0,1816.0,945.0,24.87,678.0,96.0,56.0,59.0,40.0,16.0,78.0,2.05,54.0,3.0,6.0,7.0,7.0,1.0,46.0,541.0,157.0,29.0,14.24,0.08,0.26,43.0,3.0,1.0,1.0,3.0,37.2,0.29,-2.8,-0.07,171.0,452.0,37.8,941.0,187.0,30.4,,248.0,66.9,50.9,451.0,29.0,6.4,50.0,1.32,,43.0,1.13,123.0,83.0,67.5,14.0,9.0,15.0,11.0,28.9,3.0,3.0,0.0,0.0,0.0,1.0,512.0,421.0,96.0,918.0,3.0,3.0,3.0,2194.0,532.0,487.0,3420.0,90.0,418.0,81.0,234.0,182.0,248.0,1.34,47.0,43.0,
2022-2023,LaLiga,Athletic Club,Opponent Total,,,,27.3,38.0,418.0,3420.0,38.0,656.0,374.0,212.0,70.0,384.0,839.0,17.0,305.0,652.0,347.0,449.0,147.0,21993.0,2875.0,8383.0,9235.0,4605.0,626.0,718.0,320.0,322.0,44.8,12123.0,62040.0,30311.0,549.0,410.0,135.0,600.0,286.0,13411.0,1202.0,13536.0,17570.0,77.0,245536.0,92719.0,6175.0,7076.0,87.3,5335.0,6384.0,83.6,1644.0,3105.0,52.9,28.0,286.0,913.0,252.0,70.0,1211.0,675.0,17.76,470.0,65.0,42.0,42.0,41.0,15.0,69.0,1.82,45.0,3.0,7.0,5.0,6.0,3.0,40.0,387.0,120.0,31.0,10.18,0.1,0.31,47.0,5.0,1.0,2.0,1.0,52.0,0.28,6.0,0.16,271.0,721.0,37.6,1156.0,211.0,44.1,37.1,335.0,63.0,49.6,703.0,44.0,6.3,43.0,1.13,13.5,47.0,1.24,164.0,116.0,74.4,15.0,9.0,14.0,16.0,42.1,7.0,5.0,2.0,0.0,28.6,1.0,449.0,479.0,77.0,579.0,3.0,7.0,1.0,2087.0,487.0,532.0,3420.0,90.0,418.0,81.0,241.0,178.0,232.0,1.42,43.0,47.0,
2022-2023,LaLiga,Mallorca,Squad Total,,,,27.7,38.0,418.0,3420.0,38.0,583.0,318.0,213.0,52.0,318.0,859.0,7.0,283.0,581.0,298.0,402.0,146.0,18171.0,2351.0,6553.0,8032.0,3792.0,524.0,556.0,293.0,198.0,35.6,9509.0,50982.0,24564.0,476.0,341.0,94.0,498.0,302.0,10356.0,935.0,10451.0,14261.0,73.3,199896.0,84037.0,4575.0,5313.0,86.1,4184.0,5157.0,81.1,1424.0,2932.0,48.6,27.0,252.0,815.0,182.0,69.0,948.0,563.0,14.82,373.0,76.0,33.0,30.0,42.0,9.0,63.0,1.66,37.0,11.0,4.0,4.0,5.0,2.0,36.0,324.0,107.0,33.0,8.53,0.1,0.3,43.0,6.0,0.0,3.0,0.0,41.5,0.24,-1.5,-0.04,351.0,841.0,41.7,952.0,130.0,61.8,,336.0,75.3,54.2,657.0,35.0,5.3,21.0,0.55,,43.0,1.13,145.0,101.0,74.5,14.0,8.0,16.0,13.0,34.2,7.0,6.0,1.0,0.0,14.3,0.0,611.0,457.0,77.0,635.0,4.0,7.0,0.0,1833.0,674.0,629.0,3420.0,90.0,418.0,82.0,250.0,165.0,280.0,1.32,37.0,43.0,
2022-2023,LaLiga,Mallorca,Opponent Total,,,,27.4,38.0,418.0,3420.0,38.0,500.0,202.0,217.0,81.0,231.0,621.0,8.0,198.0,491.0,293.0,333.0,82.0,24505.0,1788.0,5800.0,12118.0,6813.0,758.0,652.0,298.0,283.0,43.4,15033.0,80117.0,44803.0,795.0,569.0,132.0,561.0,300.0,16791.0,1695.0,16934.0,20763.0,81.6,294260.0,97924.0,7875.0,8733.0,90.2,7059.0,8172.0,86.4,1588.0,2872.0,55.3,31.0,378.0,1539.0,332.0,115.0,1706.0,907.0,23.87,689.0,82.0,44.0,40.0,43.0,9.0,75.0,1.97,51.0,4.0,7.0,7.0,5.0,1.0,43.0,489.0,138.0,28.2,12.87,0.08,0.27,37.0,4.0,0.0,7.0,1.0,32.3,0.25,-3.7,-0.1,156.0,454.0,34.4,875.0,183.0,33.5,33.3,217.0,74.2,53.0,486.0,32.0,6.6,37.0,0.97,13.9,37.0,0.97,112.0,75.0,70.5,16.0,8.0,14.0,13.0,34.2,5.0,4.0,1.0,0.0,20.0,1.0,482.0,591.0,40.0,822.0,4.0,5.0,1.0,1900.0,629.0,674.0,3420.0,90.0,418.0,82.0,241.0,174.0,233.0,1.47,43.0,37.0,
2022-2023,LaLiga,Girona,Squad Total,,,,26.0,38.0,418.0,3420.0,38.0,551.0,271.0,213.0,67.0,266.0,662.0,20.0,244.0,532.0,288.0,379.0,111.0,22397.0,2619.0,7918.0,9753.0,4932.0,761.0,728.0,341.0,311.0,42.7,13365.0,73974.0,38669.0,725.0,497.0,167.0,467.0,330.0,15020.0,1364.0,15146.0,18604.0,81.4,264810.0,95707.0,7006.0,7806.0,89.8,6295.0,7222.0,87.2,1449.0,2560.0,56.6,41.0,366.0,1086.0,265.0,91.0,1378.0,821.0,21.61,597.0,86.0,41.0,45.0,43.0,9.0,102.0,2.68,70.0,10.0,1.0,5.0,13.0,3.0,55.0,446.0,160.0,35.9,11.74,0.11,0.29,55.0,6.0,2.0,5.0,0.0,62.0,0.33,7.0,0.18,169.0,464.0,36.4,1100.0,192.0,27.7,,304.0,52.3,44.3,597.0,43.0,7.2,59.0,1.55,,55.0,1.45,168.0,112.0,70.8,13.0,10.0,15.0,4.0,10.5,8.0,6.0,1.0,1.0,14.3,2.0,440.0,507.0,87.0,713.0,7.0,8.0,0.0,1836.0,428.0,435.0,3420.0,90.0,418.0,81.0,239.0,179.0,228.0,1.29,58.0,55.0,
2022-2023,LaLiga,Girona,Opponent Total,,,,27.2,38.0,418.0,3420.0,38.0,641.0,289.0,265.0,87.0,303.0,659.0,10.0,311.0,652.0,341.0,359.0,78.0,21778.0,2166.0,6541.0,9479.0,5967.0,808.0,623.0,288.0,244.0,39.2,12612.0,66228.0,34356.0,677.0,507.0,165.0,467.0,307.0,14270.0,1425.0,14391.0,17921.0,80.3,258164.0,90467.0,6386.0,7118.0,89.7,6021.0,6982.0,86.2,1573.0,2822.0,55.7,39.0,377.0,1220.0,296.0,95.0,1439.0,870.0,22.89,651.0,68.0,52.0,40.0,38.0,21.0,94.0,2.47,69.0,5.0,8.0,3.0,7.0,2.0,55.0,485.0,161.0,33.2,12.76,0.1,0.3,58.0,8.0,0.0,3.0,3.0,51.2,0.25,-3.8,-0.1,219.0,563.0,38.9,939.0,133.0,40.7,36.4,278.0,65.1,49.7,568.0,27.0,4.8,37.0,0.97,14.8,58.0,1.53,169.0,113.0,70.4,15.0,10.0,13.0,8.0,21.1,9.0,8.0,1.0,0.0,11.1,1.0,537.0,423.0,64.0,753.0,6.0,9.0,3.0,1905.0,435.0,428.0,3420.0,90.0,418.0,81.0,247.0,168.0,262.0,1.45,55.0,58.0,
2022-2023,LaLiga,Rayo Vallecano,Squad Total,,,,27.9,38.0,418.0,3420.0,38.0,636.0,262.0,276.0,98.0,309.0,680.0,11.0,281.0,664.0,383.0,428.0,92.0,21773.0,2061.0,6266.0,9706.0,6029.0,699.0,660.0,296.0,290.0,43.9,12216.0,65376.0,33507.0,703.0,547.0,131.0,554.0,374.0,13384.0,1377.0,13497.0,17666.0,76.4,251321.0,91899.0,5811.0,6629.0,87.7,5654.0,6716.0,84.2,1717.0,3329.0,51.6,29.0,386.0,1247.0,269.0,102.0,1390.0,881.0,23.18,651.0,77.0,43.0,40.0,46.0,24.0,69.0,1.82,50.0,5.0,6.0,3.0,4.0,1.0,41.0,510.0,146.0,28.6,13.42,0.07,0.25,53.0,4.0,0.0,11.0,4.0,45.9,0.3,-3.1,-0.08,154.0,545.0,28.3,837.0,204.0,44.6,,307.0,56.0,46.4,512.0,24.0,4.7,54.0,1.42,,53.0,1.39,144.0,95.0,66.0,13.0,10.0,15.0,9.0,23.7,5.0,4.0,0.0,1.0,0.0,2.0,544.0,490.0,98.0,832.0,2.0,5.0,4.0,2085.0,437.0,527.0,3420.0,90.0,418.0,82.0,231.0,183.0,267.0,1.29,45.0,53.0,
2022-2023,LaLiga,Rayo Vallecano,Opponent Total,,,,27.3,38.0,418.0,3420.0,38.0,664.0,317.0,278.0,69.0,345.0,810.0,10.0,290.0,586.0,296.0,416.0,133.0,21335.0,2445.0,7779.0,8961.0,4840.0,738.0,765.0,383.0,281.0,36.7,11197.0,60029.0,30078.0,589.0,432.0,165.0,594.0,355.0,12797.0,1222.0,12926.0,17027.0,75.9,231723.0,93838.0,6099.0,6948.0,87.8,4988.0,6083.0,82.0,1497.0,2986.0,50.1,34.0,330.0,963.0,252.0,70.0,1231.0,759.0,19.97,537.0,77.0,46.0,47.0,39.0,13.0,78.0,2.05,48.0,11.0,4.0,9.0,3.0,3.0,49.0,431.0,140.0,32.5,11.34,0.1,0.32,45.0,4.0,2.0,4.0,4.0,38.0,0.21,-3.0,-0.08,253.0,634.0,39.9,1068.0,159.0,40.4,36.9,309.0,65.7,50.4,622.0,26.0,4.2,51.0,1.34,17.6,45.0,1.18,153.0,109.0,73.2,15.0,10.0,13.0,10.0,26.3,8.0,4.0,3.0,1.0,42.9,4.0,525.0,514.0,85.0,655.0,2.0,8.0,4.0,2125.0,527.0,437.0,3420.0,90.0,418.0,82.0,243.0,168.0,255.0,1.45,53.0,45.0,
2022-2023,LaLiga,Sevilla,Squad Total,,,,28.7,38.0,418.0,3420.0,38.0,587.0,261.0,230.0,96.0,339.0,633.0,9.0,281.0,591.0,310.0,361.0,127.0,22999.0,2284.0,7140.0,10069.0,5984.0,741.0,604.0,269.0,257.0,42.5,13542.0,67133.0,32550.0,558.0,520.0,122.0,515.0,312.0,15242.0,1497.0,15379.0,19193.0,80.1,273953.0,95369.0,7106.0,7918.0,89.7,6324.0,7354.0,86.0,1599.0,2958.0,54.1,31.0,341.0,1230.0,302.0,95.0,1513.0,837.0,22.03,640.0,74.0,26.0,41.0,39.0,17.0,82.0,2.16,56.0,8.0,7.0,6.0,5.0,0.0,47.0,463.0,141.0,30.5,12.18,0.09,0.3,54.0,2.0,1.0,5.0,3.0,49.5,0.3,-1.5,-0.04,218.0,629.0,34.7,1157.0,136.0,37.6,,293.0,66.2,51.1,524.0,32.0,6.1,49.0,1.29,,54.0,1.42,161.0,109.0,67.7,13.0,10.0,15.0,9.0,23.7,3.0,2.0,1.0,0.0,33.3,4.0,474.0,460.0,106.0,827.0,4.0,3.0,3.0,1973.0,497.0,475.0,3420.0,90.0,418.0,78.0,231.0,177.0,236.0,1.29,47.0,54.0,
2022-2023,LaLiga,Sevilla,Opponent Total,,,,27.3,38.0,418.0,3420.0,38.0,569.0,273.0,206.0,90.0,271.0,769.0,13.0,257.0,526.0,269.0,358.0,96.0,21295.0,2448.0,6960.0,9373.0,5171.0,750.0,661.0,310.0,281.0,42.5,12175.0,64885.0,33004.0,643.0,488.0,160.0,532.0,306.0,13534.0,1265.0,13660.0,17319.0,78.9,246669.0,89019.0,6107.0,6903.0,88.5,5592.0,6545.0,85.4,1572.0,2903.0,54.2,40.0,397.0,1136.0,274.0,101.0,1275.0,893.0,23.5,655.0,85.0,42.0,52.0,46.0,13.0,87.0,2.29,68.0,3.0,5.0,8.0,2.0,1.0,51.0,508.0,158.0,31.1,13.37,0.1,0.31,47.0,4.0,0.0,7.0,0.0,43.2,0.28,-3.8,-0.1,202.0,590.0,34.2,1014.0,176.0,39.9,35.8,304.0,60.9,46.4,649.0,28.0,4.3,39.0,1.03,13.8,47.0,1.24,145.0,98.0,70.3,15.0,10.0,13.0,7.0,18.4,5.0,4.0,0.0,1.0,0.0,1.0,477.0,452.0,75.0,673.0,2.0,5.0,0.0,1822.0,475.0,497.0,3420.0,90.0,418.0,78.0,239.0,177.0,245.0,1.45,54.0,47.0,
